CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,MaxWindCat,MaxTemp_capped,Temp_Range,DewPoint_Range,Humidity_Range,Precipitation_Flag
2005-01-19,14.0,7.0,-1.0,2.0,-1.0,-4.0,87.0,60.0,40.0,1028,1026,1024,10.0,10.0,10.0,32,10,37.0,0.0,2.0,Rain,309,30-40,14.0,15.0,6.0,47.0,0
2005-01-20,16.0,10.0,4.0,4.0,3.0,1.0,81.0,60.0,39.0,1031,1029,1028,10.0,10.0,10.0,27,13,43.98830576155163,0.0,1.0,Rain,9,20-30,16.0,12.0,3.0,42.0,0
2005-01-21,17.0,7.0,-2.0,3.0,0.0,-3.0,93.0,72.0,27.0,1029,1026,1024,9.0,8.0,7.0,13,6,43.98830576155163,0.0,3.2060661764705882,Rain,354,10-20,17.0,19.0,6.0,66.0,0
2005-01-22,16.0,6.0,-3.0,-1.0,-3.0,-6.0,93.0,61.0,22.0,1024,1022,1020,14.64407356948229,11.719856948228882,9.134877384196185,13,5,43.98830576155163,0.0,3.2060661764705882,Rain,336,10-20,16.0,19.0,5.0,71.0,0
2005-01-23,13.0,4.0,-3.0,0.0,-3.0,-5.0,86.0,65.0,35.0,1022,1019,1016,14.64407356948229,11.719856948228882,9.134877384196185,8,5,24.0,0.0,3.2060661764705882,Rain,360,0-10,13.0,16.0,5.0,51.0,0
2005-01-24,11.0,6.0,1.0,2.0,-4.0,-9.0,87.0,56.0,24.0,1019,1018,1017,10.0,10.0,10.0,37,11,55.0,0.0,1.0,Rain,18,30-40,11.0,10.0,11.0,63.0,0
2005-01-25,6.0,3.0,0.0,-4.0,-7.0,-10.0,65.0,51.0,31.0,1021,1020,1018,10.0,10.0,10.0,35,23,58.0,0.0,3.0,Rain,349,30-40,6.0,6.0,6.0,34.0,0
2005-01-26,2.0,-1.0,-4.0,-4.0,-9.0,-14.0,74.0,52.0,30.0,1018,1014,1012,10.0,10.0,10.0,40,21,55.0,0.0,3.0,Rain,355,30-40,2.0,6.0,10.0,44.0,0
2005-01-27,4.0,-3.0,-9.0,-7.0,-13.0,-19.0,86.0,49.0,20.0,1016,1013,1011,10.0,10.0,8.0,34,14,43.98830576155163,0.0,3.0,Rain,16,30-40,4.0,13.0,12.0,66.0,0
2005-01-28,8.0,-1.0,-10.0,-3.0,-8.0,-15.0,73.0,58.0,42.0,1017,1016,1015,10.0,10.0,10.0,37,10,29.0,0.0,2.0,Rain,28,30-40,8.0,18.0,12.0,31.0,0
2005-01-29,10.0,5.0,0.0,-2.0,-4.0,-6.0,80.0,56.0,37.0,1020,1016,1015,10.0,10.0,10.0,37,13,55.0,0.0,3.0,Rain,350,30-40,10.0,10.0,4.0,43.0,0
2005-01-30,10.0,4.0,-2.0,-5.0,-8.0,-12.0,69.0,46.0,20.0,1027,1023,1020,10.0,10.0,10.0,27,14,43.98830576155163,0.0,1.0,Rain,29,20-30,10.0,12.0,7.0,49.0,0
2005-01-31,11.0,3.0,-4.0,-4.0,-7.0,-11.0,74.0,50.0,32.0,1030,1028,1026,14.64407356948229,11.719856948228882,9.134877384196185,13,8,43.98830576155163,0.0,3.2060661764705882,Rain,346,10-20,11.0,15.0,7.0,42.0,0
2005-02-01,13.0,4.0,-5.0,1.0,-4.0,-8.0,86.0,59.0,33.0,1029,1027,1025,14.64407356948229,11.719856948228882,9.134877384196185,27,6,43.98830576155163,0.0,3.2060661764705882,Rain,359,20-30,13.0,18.0,9.0,53.0,0
2005-02-02,14.0,7.0,1.0,0.0,-3.0,-7.0,81.0,53.0,25.0,1029,1028,1027,14.64407356948229,11.719856948228882,9.134877384196185,24,11,43.98830576155163,0.0,3.2060661764705882,Rain,21,20-30,14.0,13.0,7.0,56.0,0
2005-02-03,13.0,7.0,2.0,-3.0,-4.0,-7.0,61.0,44.0,26.0,1029,1026,1024,14.64407356948229,11.719856948228882,9.134877384196185,21,11,43.98830576155163,0.0,3.2060661764705882,Rain,32,20-30,13.0,11.0,4.0,35.0,0
2005-02-04,11.0,3.0,-3.0,1.0,-2.0,-6.0,80.0,65.0,50.0,1026,1024,1023,10.0,10.0,10.0,16,10,43.98830576155163,0.0,2.0,Rain,357,10-20,11.0,14.0,7.0,30.0,0
2005-02-05,11.0,4.0,-1.0,1.0,-1.0,-3.0,93.0,70.0,47.0,1024,1020,1017,10.0,9.0,9.0,11,6,29.0,0.0,4.0,Rain,319,10-20,11.0,12.0,4.0,46.0,0
2005-02-06,6.0,3.0,2.0,4.0,2.0,0.0,93.0,87.0,70.0,1017,1015,1013,10.0,8.0,4.0,27,5,43.98830576155163,0.0,6.0,Rain,349,20-30,6.0,4.0,4.0,23.0,0
2005-02-07,7.0,4.0,2.0,4.0,2.0,1.0,100.0,88.0,71.0,1017,1015,1013,10.0,9.0,3.0,27,6,43.98830576155163,0.0,6.0,Rain,11,20-30,7.0,5.0,3.0,29.0,0
2005-02-08,11.0,7.0,3.0,4.0,3.0,1.0,93.0,78.0,50.0,1024,1020,1017,10.0,10.0,10.0,16,10,43.98830576155163,0.0,5.0,Rain,351,10-20,11.0,8.0,3.0,43.0,0
2005-02-09,11.0,6.0,0.0,3.0,1.0,-1.0,93.0,74.0,54.0,1034,1029,1025,10.0,10.0,10.0,19,10,43.98830576155163,0.0,4.0,Rain,358,10-20,11.0,11.0,4.0,39.0,0
2005-02-10,13.0,6.0,-1.0,2.0,0.0,-2.0,93.0,73.0,38.0,1038,1036,1034,10.0,10.0,10.0,13,6,43.98830576155163,0.0,2.0,Rain,330,10-20,13.0,14.0,4.0,55.0,0
2005-02-11,14.0,6.0,-2.0,2.0,-1.0,-3.0,93.0,69.0,36.0,1039,1037,1034,9.0,9.0,9.0,10,5,43.98830576155163,0.0,0.0,Rain,360,0-10,14.0,16.0,5.0,57.0,0
2005-02-12,16.0,8.0,0.0,4.0,1.0,-3.0,93.0,67.0,29.0,1034,1030,1027,10.0,10.0,10.0,11,3,24.0,0.0,6.0,Rain,323,10-20,16.0,16.0,7.0,64.0,0
2005-02-13,18.0,8.0,-1.0,3.0,1.0,-2.0,93.0,62.0,26.0,1028,1022,1014,10.0,8.0,5.0,42,8,60.0,0.0,0.0,Rain,269,40-50,18.0,19.0,5.0,67.0,0
2005-02-14,11.0,7.0,3.0,1.0,-3.0,-5.0,61.0,48.0,35.0,1022,1020,1014,10.0,10.0,10.0,58,34,80.0,0.0,2.0,Rain,4,50-60,11.0,8.0,6.0,26.0,0
2005-02-15,9.0,6.0,2.0,-2.0,-3.0,-8.0,70.0,55.0,37.0,1017,1014,1011,10.0,10.0,10.0,40,18,60.0,0.0,4.0,Rain,360,30-40,9.0,7.0,6.0,33.0,0
2005-02-16,8.0,4.0,0.0,-6.0,-7.0,-8.0,64.0,49.0,32.0,1018,1016,1014,10.0,10.0,10.0,42,19,63.0,0.0,1.0,Rain,357,40-50,8.0,8.0,2.0,32.0,0
2005-02-17,9.0,3.0,-3.0,-5.0,-7.0,-8.0,74.0,50.0,30.0,1020,1018,1016,14.64407356948229,11.719856948228882,9.134877384196185,39,18,55.0,0.0,3.2060661764705882,Rain,360,30-40,9.0,12.0,3.0,44.0,0
2005-02-18,10.0,2.0,-6.0,-6.0,-8.0,-12.0,86.0,52.0,20.0,1021,1020,1018,14.64407356948229,11.719856948228882,9.134877384196185,16,8,43.98830576155163,0.0,3.2060661764705882,Rain,357,10-20,10.0,16.0,6.0,66.0,0
2005-02-19,12.0,3.0,-4.0,-1.0,-4.0,-7.0,80.0,57.0,35.0,1022,1020,1018,10.0,10.0,10.0,35,10,40.0,0.0,1.0,Rain,355,30-40,12.0,16.0,6.0,45.0,0
2005-02-20,11.0,6.0,2.0,-2.0,-3.0,-6.0,70.0,51.0,30.0,1019,1015,1009,10.0,10.0,10.0,24,11,34.0,0.0,4.0,Rain,323,20-30,11.0,9.0,4.0,40.0,0
2005-02-21,7.0,3.0,-1.0,-2.0,-6.0,-11.0,70.0,50.0,29.0,1010,1009,1007,10.0,10.0,10.0,24,14,42.0,0.0,4.0,Rain,3,20-30,7.0,8.0,9.0,41.0,0
2005-02-22,8.0,2.0,-4.0,3.0,-3.0,-8.0,93.0,70.0,53.0,1008,1004,1001,10.0,9.0,3.0,42,16,61.0,0.0,6.0,Rain,229,40-50,8.0,12.0,11.0,40.0,0
2005-02-23,4.0,2.0,0.0,2.0,0.0,-1.0,100.0,92.0,81.0,1010,1008,1006,10.0,8.0,1.0,11,5,43.98830576155163,0.0,6.0,Rain-Snow,7,10-20,4.0,4.0,3.0,19.0,0
2005-02-24,8.0,4.0,1.0,1.0,-1.0,-5.0,93.0,75.0,46.0,1010,1009,1008,10.0,9.0,6.0,13,6,43.98830576155163,0.0,5.0,Rain,7,10-20,8.0,7.0,6.0,47.0,0
2005-02-25,7.0,2.0,-3.0,-3.0,-6.0,-10.0,86.0,59.0,31.0,1010,1009,1007,10.0,10.0,10.0,23,6,43.98830576155163,0.0,2.0,Rain,339,20-30,7.0,10.0,7.0,55.0,0
2005-02-26,8.0,2.0,-4.0,-4.0,-6.0,-8.0,86.0,60.0,34.0,1011,1010,1009,10.0,10.0,10.0,24,8,39.0,0.0,2.0,Rain,271,20-30,8.0,12.0,4.0,52.0,0
2005-02-27,8.0,2.0,-3.0,-3.0,-6.0,-7.0,86.0,63.0,34.0,1011,1009,1006,10.0,10.0,10.0,23,8,43.98830576155163,0.0,6.0,Rain,41,20-30,8.0,11.0,4.0,52.0,0
2005-02-28,3.0,-1.0,-5.0,-6.0,-14.0,-22.0,64.0,40.0,15.0,1009,1006,1003,14.64407356948229,11.719856948228882,9.134877384196185,42,23,61.0,0.0,3.2060661764705882,Rain,45,40-50,3.0,8.0,16.0,49.0,0
2005-03-01,7.0,1.0,-5.0,-8.0,-13.0,-16.0,55.0,38.0,23.0,1008,1007,1006,10.0,10.0,10.0,24,16,43.98830576155163,0.0,2.0,Rain,30,20-30,7.0,12.0,8.0,32.0,0
2005-03-02,8.0,2.0,-4.0,1.0,-4.0,-9.0,76.0,63.0,53.0,1008,1007,1006,10.0,10.0,10.0,26,10,52.0,0.0,5.0,Rain,297,20-30,8.0,12.0,10.0,23.0,0
2005-03-03,9.0,3.0,-2.0,0.0,-3.0,-9.0,93.0,63.0,29.0,1011,1008,1007,10.0,9.0,1.0,21,13,32.0,0.0,2.0,Fog,315,20-30,9.0,11.0,9.0,64.0,0
2005-03-04,8.0,2.0,-3.0,-4.0,-8.0,-11.0,75.0,50.0,25.0,1017,1013,1011,10.0,10.0,10.0,34,18,52.0,0.0,1.0,Rain,10,30-40,8.0,11.0,7.0,50.0,0
2005-03-05,12.0,3.0,-4.0,-1.0,-6.0,-10.0,74.0,50.0,33.0,1019,1017,1014,10.0,10.0,10.0,29,13,35.0,0.0,3.0,Rain,294,20-30,12.0,16.0,9.0,41.0,0
2005-03-06,10.0,6.0,1.0,-1.0,-4.0,-8.0,81.0,54.0,30.0,1019,1016,1014,10.0,10.0,10.0,35,11,35.0,0.0,3.0,Rain,353,30-40,10.0,9.0,7.0,51.0,0
2005-03-07,11.0,6.0,0.0,-5.0,-10.0,-16.0,69.0,40.0,14.0,1026,1023,1021,10.0,10.0,10.0,27,14,39.0,0.0,1.0,Rain,18,20-30,11.0,11.0,11.0,55.0,0
2005-03-08,12.0,3.0,-6.0,-7.0,-11.0,-14.0,74.0,43.0,15.0,1027,1026,1024,14.64407356948229,11.719856948228882,9.134877384196185,11,6,43.98830576155163,0.0,3.2060661764705882,Rain,342,10-20,12.0,18.0,7.0,59.0,0
2005-03-09,16.0,6.0,-4.0,-6.0,-8.0,-13.0,74.0,45.0,13.0,1028,1026,1023,14.64407356948229,11.719856948228882,9.134877384196185,10,6,29.0,0.0,3.2060661764705882,Rain,321,0-10,16.0,20.0,7.0,61.0,0
2005-03-10,18.0,7.0,-3.0,-5.0,-7.0,-9.0,74.0,44.0,15.0,1024,1022,1020,14.64407356948229,11.719856948228882,9.134877384196185,14,6,32.0,0.0,3.2060661764705882,Rain,286,10-20,18.0,21.0,4.0,59.0,0
2005-03-11,18.0,8.0,-1.0,-5.0,-8.0,-12.0,69.0,38.0,12.0,1020,1017,1015,14.64407356948229,11.719856948228882,9.134877384196185,14,5,26.0,0.0,3.2060661764705882,Rain,308,10-20,18.0,19.0,7.0,57.0,0
2005-03-12,15.0,7.0,-1.0,5.0,-2.0,-10.0,71.0,50.0,36.0,1017,1014,1010,10.0,10.0,9.0,19,8,39.0,0.0,6.0,Rain,224,10-20,15.0,16.0,15.0,35.0,0
2005-03-13,19.0,12.0,5.0,6.0,3.0,-1.0,81.0,61.0,30.0,1012,1011,1010,10.0,9.0,9.0,26,6,39.0,0.0,4.0,Rain,265,20-30,19.0,14.0,7.0,51.0,0
2005-03-14,19.0,12.0,5.0,7.0,4.0,3.0,87.0,64.0,37.0,1018,1015,1013,10.0,10.0,10.0,13,5,24.0,0.0,4.0,Rain,312,10-20,19.0,14.0,4.0,50.0,0
2005-03-15,21.0,13.0,6.0,7.0,4.0,2.0,81.0,54.0,28.0,1026,1021,1018,10.0,10.0,10.0,16,8,43.98830576155163,0.0,2.0,Rain,325,10-20,21.0,15.0,5.0,53.0,0
2005-03-16,21.0,13.0,5.0,7.0,4.0,2.0,87.0,60.0,33.0,1030,1028,1026,10.0,10.0,10.0,14,6,27.0,0.0,2.0,Rain,70,10-20,21.0,16.0,5.0,54.0,0
2005-03-17,23.0,14.0,5.0,6.0,2.0,-1.0,81.0,50.0,23.0,1031,1029,1027,10.0,10.0,10.0,21,8,39.0,0.0,3.0,Rain,64,20-30,23.0,18.0,7.0,58.0,0
2005-03-18,21.0,12.0,4.0,3.0,1.0,-3.0,76.0,46.0,21.0,1030,1027,1024,14.64407356948229,11.719856948228882,9.134877384196185,21,8,43.98830576155163,0.0,3.2060661764705882,Rain,75,20-30,21.0,17.0,6.0,55.0,0
2005-03-19,20.0,12.0,5.0,4.0,2.0,-1.0,76.0,49.0,28.0,1026,1022,1018,10.0,10.0,10.0,14,6,32.0,0.0,3.0,Rain,309,10-20,20.0,15.0,5.0,48.0,0
2005-03-20,22.0,14.0,8.0,7.0,5.0,3.0,76.0,53.0,33.0,1019,1017,1014,10.0,9.0,8.0,23,6,37.0,0.0,6.0,Rain,300,20-30,22.0,14.0,4.0,43.0,0
2005-03-21,22.0,17.0,13.0,10.0,8.0,7.0,77.0,54.0,40.0,1014,1012,1010,10.0,9.0,7.0,24,8,48.0,0.0,5.0,Rain,194,20-30,22.0,9.0,3.0,37.0,0
2005-03-22,19.0,14.0,11.0,12.0,7.0,3.0,94.0,62.0,35.0,1016,1014,1012,10.0,10.0,10.0,37,21,61.0,0.0,4.0,Rain,221,30-40,19.0,8.0,9.0,59.0,0
2005-03-23,17.0,12.0,7.0,12.0,7.0,3.0,88.0,73.0,48.0,1017,1014,1012,10.0,10.0,4.0,42,10,52.0,0.0,5.0,Rain,219,40-50,17.0,10.0,9.0,40.0,0
2005-03-24,17.0,12.0,7.0,8.0,7.0,5.0,100.0,75.0,48.0,1021,1019,1017,10.0,10.0,10.0,11,6,45.0,0.0,4.0,Rain,154,10-20,17.0,10.0,3.0,52.0,0
2005-03-25,20.0,14.0,9.0,9.0,7.0,3.0,93.0,68.0,33.0,1016,1014,1011,10.0,10.0,9.0,34,13,60.0,0.0,4.0,Rain,234,30-40,20.0,11.0,6.0,60.0,0
2005-03-26,17.0,11.0,6.0,11.0,7.0,3.0,100.0,76.0,45.0,1013,1011,1009,10.0,9.0,2.0,37,11,64.0,0.0,4.0,Rain,213,30-40,17.0,11.0,8.0,55.0,0
2005-03-27,15.0,11.0,8.0,7.0,4.0,2.0,87.0,64.0,44.0,1018,1015,1013,10.0,10.0,10.0,32,19,48.0,0.0,4.0,Rain,249,30-40,15.0,7.0,5.0,43.0,0
2005-03-28,15.0,12.0,9.0,8.0,6.0,3.0,82.0,67.0,54.0,1019,1018,1017,10.0,10.0,10.0,32,14,52.0,0.0,4.0,Rain,232,30-40,15.0,6.0,5.0,28.0,0
2005-03-29,19.0,14.0,11.0,10.0,7.0,2.0,88.0,64.0,34.0,1022,1019,1018,10.0,10.0,10.0,32,19,37.0,0.0,5.0,Rain,256,30-40,19.0,8.0,8.0,54.0,0
2005-03-30,19.0,13.0,8.0,7.0,5.0,3.0,71.0,53.0,40.0,1024,1022,1022,10.0,10.0,10.0,27,14,37.0,0.0,4.0,Rain,284,20-30,19.0,11.0,4.0,31.0,0
2005-03-31,23.0,14.0,6.0,7.0,6.0,2.0,87.0,59.0,27.0,1023,1021,1018,10.0,10.0,10.0,6,3,27.0,0.0,3.0,Rain,354,0-10,23.0,17.0,5.0,60.0,0
2005-04-01,20.0,13.0,7.0,7.0,6.0,4.0,87.0,59.0,40.0,1018,1015,1013,10.0,10.0,10.0,16,8,39.0,0.0,5.0,Rain,73,10-20,20.0,13.0,3.0,47.0,0
2005-04-02,15.0,12.0,10.0,10.0,8.0,6.0,94.0,82.0,55.0,1018,1015,1014,10.0,9.0,3.0,24,13,50.0,0.0,5.0,Rain-Thunderstorm,156,20-30,15.0,5.0,4.0,39.0,0
2005-04-03,17.0,12.0,8.0,9.0,8.0,7.0,100.0,81.0,52.0,1022,1019,1017,10.0,10.0,8.0,23,6,35.0,0.0,5.0,Rain,150,20-30,17.0,9.0,2.0,48.0,0
2005-04-04,18.0,14.0,10.0,9.0,8.0,4.0,88.0,73.0,42.0,1026,1023,1022,10.0,10.0,10.0,19,6,43.98830576155163,0.0,5.0,Rain,127,10-20,18.0,8.0,5.0,46.0,0
2005-04-05,20.0,13.0,7.0,11.0,7.0,4.0,100.0,71.0,37.0,1028,1026,1025,10.0,10.0,8.0,13,5,35.0,0.0,3.0,Rain,206,10-20,20.0,13.0,7.0,63.0,0
2005-04-06,21.0,14.0,8.0,9.0,7.0,3.0,93.0,64.0,37.0,1027,1024,1019,10.0,8.0,5.0,19,6,43.98830576155163,0.0,1.0,Rain,135,10-20,21.0,13.0,6.0,56.0,0
2005-04-07,22.0,14.0,7.0,8.0,6.0,2.0,93.0,56.0,27.0,1020,1013,1008,10.0,10.0,10.0,19,6,37.0,0.0,6.0,Rain,259,10-20,22.0,15.0,6.0,66.0,0
2005-04-08,18.0,12.0,6.0,9.0,3.0,-4.0,82.0,56.0,33.0,1017,1011,1007,10.0,10.0,10.0,39,14,53.0,0.0,5.0,Rain,5,30-40,18.0,12.0,13.0,49.0,0
2005-04-09,11.0,7.0,3.0,-2.0,-4.0,-6.0,60.0,48.0,32.0,1026,1021,1017,10.0,10.0,10.0,47,24,69.0,0.0,2.0,Rain,357,40-50,11.0,8.0,4.0,28.0,0
2005-04-10,14.0,7.0,0.0,-1.0,-4.0,-7.0,69.0,47.0,33.0,1028,1026,1024,10.0,10.0,10.0,39,23,58.0,0.0,1.0,Rain,1,30-40,14.0,14.0,6.0,36.0,0
2005-04-11,16.0,9.0,2.0,2.0,-1.0,-3.0,75.0,50.0,34.0,1025,1022,1020,10.0,10.0,10.0,37,23,52.0,0.0,2.0,Rain,6,30-40,16.0,14.0,5.0,41.0,0
2005-04-12,21.0,13.0,5.0,3.0,2.0,0.0,76.0,51.0,28.0,1023,1020,1017,10.0,10.0,10.0,23,14,40.0,0.0,1.0,Rain,18,20-30,21.0,16.0,3.0,48.0,0
2005-04-13,22.0,12.0,3.0,4.0,2.0,0.0,87.0,55.0,27.0,1019,1015,1010,10.0,10.0,10.0,13,8,43.98830576155163,0.0,1.0,Rain,342,10-20,22.0,19.0,4.0,60.0,0
2005-04-14,20.0,13.0,6.0,6.0,4.0,2.0,81.0,55.0,32.0,1011,1008,1005,10.0,10.0,8.0,37,11,52.0,0.0,3.0,Rain,299,30-40,20.0,14.0,4.0,49.0,0
2005-04-15,13.0,9.0,6.0,2.0,-1.0,-6.0,66.0,50.0,26.0,1013,1010,1008,10.0,10.0,10.0,37,19,58.0,0.0,4.0,Rain,297,30-40,13.0,7.0,8.0,40.0,0
2005-04-16,14.0,9.0,5.0,1.0,-2.0,-5.0,66.0,45.0,29.0,1016,1014,1013,10.0,10.0,10.0,32,19,34.0,0.0,3.0,Rain,283,30-40,14.0,9.0,6.0,37.0,0
2005-04-17,18.0,10.0,3.0,9.0,4.0,-1.0,81.0,58.0,44.0,1016,1013,1010,10.0,10.0,10.0,32,14,37.0,0.0,5.0,Rain,278,30-40,18.0,15.0,10.0,37.0,0
2005-04-18,18.0,14.0,10.0,9.0,5.0,-2.0,82.0,58.0,27.0,1011,1009,1007,10.0,10.0,10.0,35,21,55.0,0.0,4.0,Rain,259,30-40,18.0,8.0,11.0,55.0,0
2005-04-19,17.0,12.0,8.0,4.0,1.0,-1.0,58.0,48.0,32.0,1017,1014,1011,10.0,10.0,10.0,37,21,52.0,0.0,3.0,Rain,277,30-40,17.0,9.0,5.0,26.0,0
2005-04-20,19.0,14.0,10.0,7.0,3.0,2.0,63.0,51.0,37.0,1019,1017,1016,10.0,10.0,10.0,42,23,39.0,0.0,5.0,Rain,279,40-50,19.0,9.0,5.0,26.0,0
2005-04-21,23.0,17.0,11.0,8.0,6.0,5.0,67.0,53.0,33.0,1018,1016,1014,10.0,10.0,10.0,35,19,27.0,0.0,3.0,Rain,281,30-40,23.0,12.0,3.0,34.0,0
2005-04-22,23.0,17.0,10.0,9.0,7.0,1.0,82.0,52.0,23.0,1015,1013,1010,10.0,10.0,10.0,23,8,53.0,0.0,2.0,Rain,236,20-30,23.0,13.0,8.0,59.0,0
2005-04-23,21.0,16.0,10.0,8.0,4.0,-5.0,82.0,50.0,18.0,1013,1011,1009,10.0,10.0,10.0,27,14,60.0,0.0,3.0,Rain,216,20-30,21.0,11.0,13.0,64.0,0
2005-04-24,19.0,14.0,10.0,8.0,6.0,3.0,82.0,58.0,35.0,1015,1011,1009,10.0,10.0,10.0,27,16,50.0,0.0,3.0,Rain,246,20-30,19.0,9.0,5.0,47.0,0
2005-04-25,21.0,13.0,5.0,6.0,1.0,-5.0,81.0,43.0,17.0,1018,1017,1015,14.64407356948229,11.719856948228882,9.134877384196185,23,11,43.98830576155163,0.0,3.2060661764705882,Rain,240,20-30,21.0,16.0,11.0,64.0,0
2005-04-26,24.0,14.0,5.0,4.0,0.0,-5.0,81.0,41.0,14.0,1019,1017,1015,14.64407356948229,11.719856948228882,9.134877384196185,16,6,39.0,0.0,3.2060661764705882,Rain,268,10-20,24.0,19.0,9.0,67.0,0
2005-04-27,27.0,17.0,7.0,5.0,1.0,-6.0,76.0,37.0,12.0,1019,1017,1016,10.0,10.0,10.0,16,5,43.98830576155163,0.0,1.0,Rain,288,10-20,27.0,20.0,11.0,64.0,0
2005-04-28,28.0,18.0,8.0,3.0,0.0,-3.0,66.0,33.0,13.0,1022,1020,1018,10.0,10.0,10.0,11,6,43.98830576155163,0.0,1.0,Rain,288,10-20,28.0,20.0,6.0,53.0,0
2005-04-29,30.0,20.0,11.0,4.0,0.0,-5.0,62.0,30.0,12.0,1021,1019,1015,14.64407356948229,11.719856948228882,9.134877384196185,24,8,34.0,0.0,3.2060661764705882,Rain,103,20-30,30.0,19.0,9.0,50.0,0
2005-04-30,28.0,19.0,11.0,7.0,3.0,-3.0,54.0,32.0,20.0,1018,1015,1011,10.0,10.0,10.0,26,10,42.0,0.0,3.0,Rain,186,20-30,28.0,17.0,10.0,34.0,0
2005-05-01,28.0,20.0,12.0,7.0,6.0,3.0,72.0,40.0,20.0,1015,1013,1011,14.64407356948229,11.719856948228882,9.134877384196185,23,8,52.0,0.0,3.2060661764705882,Rain,196,20-30,28.0,16.0,4.0,52.0,0
2005-05-02,26.0,20.0,15.0,8.0,4.0,2.0,59.0,37.0,23.0,1019,1016,1013,10.0,10.0,10.0,24,13,47.0,0.0,4.0,Rain,208,20-30,26.0,11.0,6.0,36.0,0
2005-05-03,24.0,16.0,8.0,6.0,1.0,-6.0,71.0,35.0,14.0,1023,1021,1019,14.64407356948229,11.719856948228882,9.134877384196185,19,8,45.0,0.0,3.2060661764705882,Rain,213,10-20,24.0,16.0,12.0,57.0,0
2005-05-04,26.0,19.0,12.0,5.0,2.0,-5.0,54.0,35.0,13.0,1021,1018,1015,10.0,10.0,10.0,24,8,40.0,0.0,3.0,Rain,351,20-30,26.0,14.0,10.0,41.0,0
2005-05-05,23.0,17.0,10.0,5.0,2.0,-2.0,66.0,42.0,19.0,1023,1020,1018,10.0,10.0,10.0,24,19,42.0,0.0,1.0,Rain,39,20-30,23.0,13.0,7.0,47.0,0
2005-05-06,26.0,16.0,6.0,2.0,-1.0,-5.0,70.0,37.0,13.0,1024,1022,1019,14.64407356948229,11.719856948228882,9.134877384196185,19,10,37.0,0.0,3.2060661764705882,Rain,32,10-20,26.0,20.0,7.0,57.0,0
2005-05-07,28.0,18.0,8.0,2.0,-1.0,-5.0,62.0,30.0,11.0,1020,1017,1013,14.64407356948229,11.719856948228882,9.134877384196185,23,10,37.0,0.0,3.2060661764705882,Rain,292,20-30,28.0,20.0,7.0,51.0,0
2005-05-08,28.0,20.0,13.0,8.0,2.0,-3.0,48.0,30.0,15.0,1014,1013,1010,10.0,10.0,10.0,24,10,42.0,0.0,3.0,Rain,250,20-30,28.0,15.0,11.0,33.0,0
2005-05-09,27.0,22.0,17.0,8.0,6.0,1.0,52.0,36.0,24.0,1013,1011,1008,10.0,10.0,10.0,29,19,50.0,0.0,6.0,Rain,236,20-30,27.0,10.0,7.0,28.0,0
2005-05-10,23.0,20.0,17.0,8.0,6.0,3.0,55.0,40.0,27.0,1014,1012,1010,10.0,10.0,10.0,34,18,55.0,0.0,5.0,Rain,235,30-40,23.0,6.0,5.0,28.0,0
2005-05-11,24.0,17.0,10.0,9.0,6.0,5.0,76.0,51.0,29.0,1014,1012,1008,10.0,10.0,10.0,19,6,43.98830576155163,0.0,4.0,Rain,326,10-20,24.0,14.0,4.0,47.0,0
2005-05-12,21.0,16.0,12.0,11.0,10.0,7.0,94.0,67.0,43.0,1012,1010,1009,10.0,9.0,4.0,40,13,42.0,0.0,5.0,Rain,206,30-40,21.0,9.0,4.0,51.0,0
2005-05-13,19.0,16.0,12.0,11.0,9.0,4.0,94.0,69.0,37.0,1018,1014,1012,10.0,9.0,4.0,37,14,58.0,0.0,6.0,Rain,216,30-40,19.0,7.0,7.0,57.0,0
2005-05-14,21.0,14.0,8.0,8.0,4.0,-2.0,87.0,54.0,21.0,1021,1019,1018,10.0,10.0,10.0,23,13,47.0,0.0,2.0,Rain,201,20-30,21.0,13.0,10.0,66.0,0
2005-05-15,22.0,13.0,6.0,4.0,2.0,-1.0,76.0,43.0,24.0,1020,1018,1015,10.0,10.0,10.0,26,13,63.0,0.0,3.0,Rain,243,20-30,22.0,16.0,5.0,52.0,0
2005-05-16,17.0,11.0,6.0,5.0,2.0,0.0,76.0,52.0,34.0,1016,1013,1010,10.0,10.0,10.0,27,11,47.0,0.0,5.0,Rain,220,20-30,17.0,11.0,5.0,42.0,0
2005-05-17,20.0,13.0,7.0,7.0,3.0,-1.0,87.0,54.0,26.0,1021,1015,1011,10.0,10.0,8.0,35,11,53.0,0.0,4.0,Rain,4,30-40,20.0,13.0,8.0,61.0,0
2005-05-18,24.0,14.0,5.0,3.0,2.0,-2.0,81.0,46.0,18.0,1023,1022,1020,10.0,10.0,10.0,19,5,35.0,0.0,1.0,Rain,281,10-20,24.0,19.0,5.0,63.0,0
